Song Name,Duration,Album,Artists,Artist_id,Album_id,Genre,Release_Date
Stimulus,4:57,Another Point of View,Moods,14uVJsPC4DByeuD0cq36ez,55CTMjG2c1hYHg3TDSuxGC,"chillhop, indie soul",2013-06-24
U Betta,3:67,U Betta,Machinedrum,06xa1OLBsMQJFXcl2tQkH4,08SnGnzoEhpApYzN9oCyVg,"footwork, future garage, glitch, glitch hop, halftime dnb, intelligent dance music, minimal dnb, wonky",2017-04-06
I Don't Know and I Don't Want to Know,3:1,Discography 2015-2016,In Love With a Ghost,21tDFddcOFDYmiobTcls2O,3pd7Ptw71K7NVIqQOU6KAC,kawaii future bass,2016-11-15
You're Cute,3:71,You're Cute,Tennyson,3Nb8N20WChM0swo5qWTvm8,3u2GzQMBGVEOyGILuFY8d0,"edmonton indie, future bass, vapor twitch",2014-05-16
Darkest (Dim),5:15,Creature Dreams EP,"TOKiMONSTA, Gavin Turek",3VwKSHAfgzV1DOHV0aANCI,0QaOISw0KJsSVJZf61lcCH,"chillwave, electra, escape room, indietronica, instrumental hip hop, wonky",2011-05-17
Dive,2:01,En Amor EP,DrewsThatDude,36UnfzYd835ufc9ajoT9Kk,4yjETVLQtCxThVcv2IC3Nw,vapor twitch,2016-04-08
In July Focus,2:41,EP 1,letherette,1fQDzf4lnUF4DYngrLJH0m,66x0yirmZIwqVHD40LZYpA,"future garage, wonky",2017-03-31
Langsette,3:45,EP 3,letherette,1fQDzf4lnUF4DYngrLJH0m,1Uxnxs4QeqDkdkVRNmZCNa,"future garage, wonky",2017-02-17
Momma,2:51,Last Night On The Planet,letherette,1fQDzf4lnUF4DYngrLJH0m,0NpwducEL7pD1Rb6gYGxXR,"future garage, wonky",2016-11-25
Rayon,4:51,Refresh,letherette,1fQDzf4lnUF4DYngrLJH0m,0eAsB4L3kkcGafeJhpwysX,"future garage, wonky",2016-02-05
nowhere,4:33,nowhere,"josh pan, X&G",2sfSQ1BOzaFQa3LZj6OGwD,0nxyFLQ27Mg74ZeKwQUMR0,vapor twitch,2017-01-27
Do You Believe in Soulmates,2:16,Do You Believe in Soulmates,josh pan,2sfSQ1BOzaFQa3LZj6OGwD,4oZEdDR3YEVTxJcgm96UDd,vapor twitch,2016-01-16
LONG DISTANCE,3:66,Escapism,Sam Gellaitry,07UJz804RJxqNvxFXC3h9H,2IY7M0PuMq7TltqtwFAzh8,"future bass, scottish electronic, vapor twitch",2015-11-30
We've Never Met but Can We Have a Cup of Coffee or Something,3:33,Let's Go,In Love With a Ghost,21tDFddcOFDYmiobTcls2O,7A1vIevZg3nz7jOjbfNh6R,kawaii future bass,2017-10-23
Getting to Know You,5:02,Desire,Spazzkid,1qmmiqE1glIyPbXg5sZ92f,5ugH6WM5yd7Dvpaf6NKy1l,future bass,2013-04-23
Faded - Lido Remix,4:4,Faded (The Remixes),"ZHU, Lido",28j8lBWDdDSHSSt5oPlsX2,4SIJPzvWkuaqaM1tIy715Y,"edm, electro house",2014-06-29
Tokyo Narita - Freestyle,2:43,Tokyo Narita (Freestyle),"Halsey, Lido",26VFTg2z8YR0cCuwLzESi2,2UY6XpyvxysQ6Z6KQ53GKi,"electropop, etherpop, indie poptimism, pop",2016-05-13
Don't Mean a Thing,5:81,Lustmore,Lapalux,46Ce0QmI1mE2bl5VQ4P9N8,1ATtDUQ76P0TqCFPIZB6Ri,"future garage, wonky",2015-04-07
Unravel,3:28,Unravel,Warhola,78tqzAecpQgPa0GQtvLmWk,1JUgwAzIkJFEVRbWPyKglj,"belgian indie, belgian pop",2015-04-06
How I Feel,4:35,How I Feel,"Moods, Sam Wills",14uVJsPC4DByeuD0cq36ez,0nPlQ0n9Tixs05wregJOy6,"chillhop, indie soul",2016-06-03
Moscow Nightlife,2:88,"The Soviet Tape, Vol. 1","Fulgeance, DJ Scientist",6TXey1XBJeYBhlnUykWLLd,4KFGM1aAsTyuKol0Gqs2Ak,wonky,2015-02-16
Choco / Mog,2:0,Lyon - EP,Devonwho,2GqaakAnuhfpY4drbXrEmL,2e8xwdptpetHTHp6zATQQK,"abstract beats, wonky",2016-05-06
Because I Feel Synths,4:49,Because I Feel Things,VRWRK,4bvxu5Jz2BJixoh6fxiLbH,2GDI7KJkK9maTJrnfVurCL,,2016-12-09
The Less I Know The Better,3:61,Currents,Tame Impala,5INjqkS1o8h1imAzPqGZBb,79dL7FLiJFOO0EoehUHQBv,"australian psych, modern rock, neo-psychedelic, rock",2015-07-17
Start Again (feat. Andrea Cormier),4:11,The Other Day,"Pomo, Andrea Cormier",6YtlR8MLfO6azxwOKAvEi3,1m20IgKUICY4cmLMBFdtxX,"canadian electronic, nu disco, vapor twitch",2014-11-17
After Dawn,4:52,Letherette,letherette,1fQDzf4lnUF4DYngrLJH0m,49NH8SissY64UCvJ8O3s8W,"future garage, wonky",2013-04-12
Dangerous,3:86,Dangerous,"Umii, B. Bravo, Reva DeVito",63cNPy5lkcSkPmC1MrdRpc,5GgAEQ3C1Epl0XtNu1be4u,portland indie,2017-07-12
Walking By Myself - Single Version,2:79,Chicago Bound,Jimmy Rogers,20k4RFKXyboeDSz9bjumx0,0SGm1i0EgdVzB06XPIuqsH,"blues, chicago blues, traditional blues",1976-01-01
The Sky Is Crying,2:77,Shake Your Money Maker: The Best Of The Fire Sessions,Elmore James,0q9kpdDkEA3H17gcRMjgVS,5f4i4c03PdC3yHI63Ccauu,"blues, chicago blues, delta blues, electric blues, traditional blues",2001-04-03
My Babe - Single Version,2:7,The Essential Little Walter,Little Walter,22JuR9OeENcP54XN5TlNWS,4x7X3UHpMyLudgyIyLNft0,"blues, chicago blues, harmonica blues, louisiana blues, traditional blues",1993-01-01
Going Down,3:41,Getting Ready... (World),Freddie King,5dCuFngSPyOOnTAvrC7v2s,2bNjljctm6ynfp9Xzdy7RI,"blues, blues rock, electric blues, texas blues, traditional blues",1971
Ain't No Sunshine,3:41,Bring 'Em In,"Buddy Guy, Tracy Chapman",2gCsNOpiBaMNh20jQ5prf0,6q80QMqBZJMht2f7c4bLL6,"blues, blues rock, chicago blues, country blues, electric blues, modern blues, soul blues, traditional blues",2005-09-01
,0:0,,,0LyfQWJT6nXafLPZqxe9Of,4bzL8awu1D5r6NBFezdotF,,0000
Invisible Man,3:32,The Thurl Tape,A-1,02YVGBxJrI4krtOs91vH0o,5FsHHzwzdzAQbrNIbFPL9y,,2012-09-04
Tangerine Girl,4:41,RetroHash,Asher Roth,1wgY8huggK60P5nvYrwcYT,1qOnBOvUUbD8mNV9bwWeIn,indie pop rap,2014-04-22
Happy,2:8,Mecury Rising,"Rae & Christian, Mark Foster",75WMfaHMMwtiMW8tfR92Pn,3G5wVsPj0DC4PdGoNu8og9,"downtempo, trip hop",2013-10-18
Yo Sweets,3:43,Settle For Greatness EP,Najee The 1,376XOMV0jWZ5Dz0jbnhwx6,0f9nZ2rejFsFnAtMFywIet,,2012-07-31
Moonwalker,3:98,Guggenz 2k16,Guggenz,0arCcK0KVLd5L1Q5zr9WWM,5JhNPsGS6MVRynGjTjf178,chillhop,2017-05-01
Warm Thoughts,3:81,Flume,Flume,6nxWCVXbOlEVRexSbLsTer,7z6ANlWEQZBqcmhr7go3CN,"australian dance, australian electropop, australian indie, downtempo, edm, indietronica",2013-02-19
Faba,10:0,Never Odd or Even,Dopapod,6ur6SxSBdRLBgehOIT2iwX,3mImh5KLHLBPk0MkuaihZG,"jam band, jamtronica",2014-11-11
Into The Mirror,5:18,Omni,Minus the Bear,0YQBN02bmZvwGNrrWsg2sT,2Ljyr4VYY6raQ6M6Bu6FEy,"indie rock, math pop, post-hardcore, seattle indie",2010-01-01
Ttktv,6:7,Live from the Dentist Office,Injury Reserve,3nf2EaHj8HikLNdaiW3v73,4SCGBO6mCW5KJvprGPOeKx,"alternative hip hop, conscious hip hop, escape room, indie hip hop, underground hip hop",2015-08-30
Take a Picture,3:6,Tuxedo II,Tuxedo,0CCqHvxGgfjJzwzQzmPlEr,2Sg44E0lWAJBoslZCAYJKz,"indie soul, popping, synth funk",2017-03-24
Dusk (Digital Bonus),4:0,Photay,Photay,1MSxOmIt7uYgvPydd1tU8F,4UMHT3JeBurhUzrzZAaP2D,"indie jazz, wonky",2014-09-09
Dirty Laundry - Heavy Load,5:08,Spin Cycle,"Laura Silberberg, Skratch Bastid, Afiara Quartet",3rSF48YAi2o73YFIKMvBVu,6y7OOiJJ8q1qBNvNiVSIbg,calming instrumental,2015-05-12
Treble Chair,6:42,Expanding Anyway,Morning Teleportation,5jOwDRC4Ha9MLHxF9YELyV,6PQqEfSbwfWEKJjYdt8vW8,kentucky indie,2014-03-03
Good Looks,4:06,Good Looks,Girlyboi,11BHl1AIynihfkkqpVt4BR,0mjnJm0TrAr44OVSjjE72j,,2016-10-06
Blossom,4:0,Blossom,Dreamers Delight,1bDXdxSg3Ve7V7f3bteIyk,1neuJV3rnttB7DSYxphhoG,vapor twitch,2013-01-01
Bat Box 9,2:38,Damn EP,Houdinne,7JLHmeRyMPFuf0O6gqDKOM,6TlBkWRXW8pVzgpXCmNZY5,,2015-06-02
Jamflowman,7:97,Natural Evolution of Consciousness,Twiddle,0hNjIdUHXWhd0dilzi6c12,7oTK70UwrJTNwGwJ9cGKNT,"funk rock, jam band",2007-01-31
Sin the Moon,8:87,Gods and Devils,Shark Quest,3TBHG46e3npJLPJovwCOA9,58ePLIxT8gNGiZ2HP67uqp,"american post-rock, chapel hill sound",2004-08-24
Bones,3:23,Crumb,Crumb,4kSGbjWGxTchKpIxXPJv0B,3KlT3WRjpdhXsBZ2rRlYFO,neo-psychedelic,2016-09-06
After Hours (Extended Euro Mix),8:33,The Gathering,Living Legends,0E4UA1bttJjSFNgAkLyQuo,1pkpyM8wrz6x2uSj1wbbKC,"abstract hip hop, alternative hip hop, underground rap",2008-04-08
Star Fucker,4:59,Vert,Wildhood,5MpAnQznKoyghH0bdeEQ5Q,3WHFd0eapRkqAyW3zSYK8F,,2016-03-16
Shapeshifter Blues,6:7,The Slowdown,Pilote,3YcHuyrJKhOeX7Ptl28fHM,1nGbmpNWSZugtwwipiwsAY,,2013-05-27
A Vision Complete,2:96,It Once Had Been Kind,Paris Monster,03woHyiKNpd9aTN8ebdYbq,72B8ElX1oKY4VJbHPBsdri,brooklyn indie,2013-07-03
1-5-9,4:86,Koi Child,Koi Child,3gBGBZz7YrFW3wQ0WUiDES,21wNeEaw7iFxDzvhHXEzcI,"australian hip hop, west australian hip hop",2016-03-18
Black Fur,4:86,Seeds in Sand,Elder Island,3EnbnmqrrvApHJs6FMvYik,50i0V4uIHijxSEme2W1eak,indie soul,2016-11-11
Bet Dap Goom Bown,3:47,Bet Dap Goom Bown - Single,20syl,6mA4csYsYvf4Mq02PleZEV,7o396xpIk6tVcmUHY2GtiY,"popping, vapor twitch",2015-01-01
Can't Wait,4:21,Caught Up,"Taylor Bense, Greg Paulus",4wbRims8syxzV79sDWQ1Z9,6B4znWEuHJC1VefYGOR4Wh,,2016-05-06
How Long...,7:52,Phone.Keys.Wallet,Cbdb,0Rt9ML8x5r1DFhSPAJhbwr,2fVFLWl9qjao0Q1eal6yx4,jam band,2012-11-13
All Is Forgiven,5:78,All Is Forgiven,Alekesam,2JM2yzMSOgq7VeG6nKm3PY,2ULGXsnQed8wy5dGo5twJj,la indie,2015-01-07
I Had a Real Good Lover,6:54,Mouthoil,The Shouting Matches,4Ol9S3QuVEVdbXfSjM6ZdQ,0n2DviOOZZeNwgCSPQrFMp,"eau claire indie, modern blues rock",2013-08-27
Crave You,3:91,Down To Earth,"Flight Facilities, Giselle",1lc8mnyGrCLtPhCoWjRxjM,46QzsMWnmLOyOpAifA9ilP,"aussietronica, australian dance, australian indie, indietronica, nu disco",2014-10-24
hej,2:17,hej,rysk,0QAslStEPMApQgOSsjiAkw,4hhPgaa6uJzpoR3YdQYkUJ,,2016-10-10
Permission To Love,4:41,Permission To Love,Hayden James,4csQIMQm6vI2A2SCVDuM2z,0I8hiOgKeA47FNwj3LvWtu,"aussietronica, gauze pop, house",2013-07-09
Float Away,5:48,Do You Want More,Robbie Rivera,4bYwbb6k4ujHD2NXRxSwRP,1SSmHDJv3CQrQANOirFcNi,"circuit, house, tribal house",2004
Stop the Dams,5:65,D-Sides [Special Edition],Gorillaz,3AA28KZvwAUcZuOKwyblJQ,2w4tLG1JH25BysuILfkI0x,"alternative hip hop, modern rock, rock",2007-11-19
Hong Kong,7:23,D-Sides [Special Edition],Gorillaz,3AA28KZvwAUcZuOKwyblJQ,2w4tLG1JH25BysuILfkI0x,"alternative hip hop, modern rock, rock",2007-11-19
Revolving Doors,3:43,The Fall,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,5jJGGsAztgUEXUHHZ2zrah,"alternative hip hop, modern rock, rock",2010
Learning For Your Love,6:51,Work,"Marcus Marr, Chet Faker",6l5dAUNRhHnRSPPmRJSKQr,7todkiAgQds64BupCkNnw7,uk alternative pop,2015-12-01
One Life Stand,5:36,One Life Stand,Hot Chip,37uLId6Z5ZXCx19vuruvv5,4g9B6VXmdHhmqYhVHIXsbc,"alternative dance, dance rock, electronica, indie rock, indietronica, neo-synthpop, new rave",2010-02-01
On Your Side,4:14,Meraki,"Opiuo, Russ Liquid",69Fy7EM9qAFPdKSKLFU66b,3Bm7PPhlsVHRJkdDYASNS4,"glitch, glitch hop, nz electronic",2014-03-21
Mbira Beat,5:05,Caught in the loop,GoldFish,0uRdK8gy7fXJGRywrlmPM7,4u8P7cgQATzMbxM1HmB7GA,"cape town indie, downtempo, south african pop, south african pop dance",2010-09-09
Life Itself,4:69,How To Be A Human Being,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,6qb9MDR0lfsN9a2pw77uJy,"gauze pop, indietronica, modern rock, pov: indie, shiver pop",2016-08-26
Gooey,4:82,ZABA,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,14IOe7ahxQPTwUYUQX3IFi,"gauze pop, indietronica, modern rock, pov: indie, shiver pop",2014-06-03
Bend,3:43,Bend,Chet Faker,6UcJxoeHWWWyT5HZP064om,1ZiRQ3cTNwYvSHIAFYbqsI,"art pop, indietronica",2015-06-01
Fall Together,3:4,Fall Together,"Pomo, Harrison Brome",6YtlR8MLfO6azxwOKAvEi3,7mC1ot9KJLtwc1G8F9IF4E,"canadian electronic, nu disco, vapor twitch",2017-04-21
Summer Breeze,2:04,Summer Breeze,Wodoo Wolcan,4IY4sR2BQ7TB4RxSE07jAd,6LaZVdk6Q3cCleGx5DpL5k,abstract beats,2016-11-25
"Good Thoughts, Bad Thoughts",9:4,Standing On The Verge Of Getting It On,Funkadelic,450o9jw6AtiQlQkHCdH6Ru,6MXRQTUh6zRTrgyxnSSLgF,"classic soul, funk, funk rock, p funk, psychedelic soul, soul",1974-04-29
Ego - Lou Teti Remix,7:16,Ego,Drop Out Orchestra,2AMqe1ftl0HA3LHjeJ0O9n,3gmQ1RXwuIssS085IyK48X,nu disco,2011-10-03
Lies We Told,2:84,Lies We Told,"Fallen Roses, B dom",5I6WLC9Auo6aeTRHPQbdOv,6dv47Bjm2WFWRlNH8OFT6K,lo-fi latino,2017-07-05
Phantasm (feat. Nicole Millar),3:32,Phantasm (feat. Nicole Millar),Cosmo's Midnight,4VivsO1n4n2Mi2Btyb5gfL,6qd7SUlyVqQyW55SqHSWUU,"australian dance, australian indie, indie dream pop, indie soul",2013-04-10
No One - Kayge Calypso & DUNN Remix,3:54,Majestic Casual - Chapter 3,MOTHICA,1JhiIIXT9DWqEU3BYFZwGA,526pVoHzV4Of7di1A1veCl,"alt z, vapor soul",2016-07-01
Capsized,3:69,Are You Serious,Andrew Bird,4uSftVc3FPWe6RJuMZNEe9,6TqAnRWjGY3ztfajmS0HSG,"baroque pop, chamber pop, chicago indie, indie rock, melancholia, stomp and holler",2016-01-01
Tomorrow Comes Today,3:23,Gorillaz,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,4tUxQkrduOE8sfgwJ5BI2F,"alternative hip hop, modern rock, rock",2001-03-26
Slow Country,3:62,Gorillaz,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,4tUxQkrduOE8sfgwJ5BI2F,"alternative hip hop, modern rock, rock",2001-03-26
Saturnz Barz (feat. Popcaan),3:03,Humanz (Deluxe),"Gorillaz, Popcaan",3AA28KZvwAUcZuOKwyblJQ,0NvirtaDCaZU5PAW1O5FDE,"alternative hip hop, modern rock, rock",2017-04-28
Andromeda (feat. DRAM),3:29,Humanz (Deluxe),"Gorillaz, DRAM",3AA28KZvwAUcZuOKwyblJQ,0NvirtaDCaZU5PAW1O5FDE,"alternative hip hop, modern rock, rock",2017-04-28
Busted and Blue,4:62,Humanz (Deluxe),Gorillaz,3AA28KZvwAUcZuOKwyblJQ,0NvirtaDCaZU5PAW1O5FDE,"alternative hip hop, modern rock, rock",2017-04-28
Let Me Out (feat. Mavis Staples & Pusha T),2:93,Humanz (Deluxe),"Gorillaz, Mavis Staples, Pusha T",3AA28KZvwAUcZuOKwyblJQ,0NvirtaDCaZU5PAW1O5FDE,"alternative hip hop, modern rock, rock",2017-04-28
Ticker Tape (feat. Carly Simon & Kali Uchis),4:48,Humanz (Deluxe),"Gorillaz, Carly Simon, Kali Uchis",3AA28KZvwAUcZuOKwyblJQ,0NvirtaDCaZU5PAW1O5FDE,"alternative hip hop, modern rock, rock",2017-04-28
Night Moves,4:94,Roosevelt,Roosevelt,4AQrqVz6BYwy29iMxcGtx7,1wuQhH32PjVXjW9A1cJhQ3,"indie emo, nu disco, shiver pop",2016-08-15
Wait Up,4:37,Roosevelt,Roosevelt,4AQrqVz6BYwy29iMxcGtx7,1wuQhH32PjVXjW9A1cJhQ3,"indie emo, nu disco, shiver pop",2016-08-15
Intro,1:52,Roosevelt,Roosevelt,4AQrqVz6BYwy29iMxcGtx7,1wuQhH32PjVXjW9A1cJhQ3,"indie emo, nu disco, shiver pop",2016-08-15
Polish Girl,4:4,Era Extraña,Neon Indian,0KydPQPUUoTNhmiHKOg5Er,6iowzS2uw54JvqNoj8yhj3,"chillwave, denton tx indie, hypnagogic pop, indietronica, neo-synthpop",2011-09-13
,0:0,,,0LyfQWJT6nXafLPZqxe9Of,3wxMmUmH5FPFl0GfbAtWRG,,0000
"...I Miss You so Much (Parts. 1, 2 & 3)",4:7,Cosmic Surgery,Neat Beats,5cCVjEZOzc9HfsjUGCVMd2,0zlLi9xAKvF6fDVIW4XZbJ,chillhop,2011-09-01
"I Love You, Vashti...",1:71,Cosmic Surgery,Neat Beats,5cCVjEZOzc9HfsjUGCVMd2,0zlLi9xAKvF6fDVIW4XZbJ,chillhop,2011-09-01
Origami Space Ship,2:86,Cosmic Surgery,Neat Beats,5cCVjEZOzc9HfsjUGCVMd2,0zlLi9xAKvF6fDVIW4XZbJ,chillhop,2011-09-01
On the Beach - Short Edit,3:51,On the Beach,Nora En Pure,24DO0PijjITGIEWsO8XaPs,4rntQwFlC83iKJ6uQaC2eI,"deep house, electra, house, melodic house, progressive house, swiss pop",2016-07-04
Graffiti on a Tuesday Night,4:34,Cosmic Surgery,Neat Beats,5cCVjEZOzc9HfsjUGCVMd2,0zlLi9xAKvF6fDVIW4XZbJ,chillhop,2011-09-01
Kepesh,5:47,The Organ Hearts,Arms and Sleepers,0KjF9pkI2bO9EMuB7LnHqP,4Fb3dmmuXqDzsa1BtaP9JR,ambient idm,2011-05-13
Your Love,3:55,Your Love,Flap Jack,3MUQZCYEpUvvV1QNtY7cXq,3QoMxJCbtHvXO7Yfk69CDr,,2014-06-01
North Korea (feat. Donnie Trumpet),3:94,North Korea (feat. Donnie Trumpet),"Blended Babies, Donnie Trumpet",1hFXEoLCso0TI0QvWJdukg,2PRk7KNfjfYLXq8V5ypEWF,,2015-01-04
Forever's Gone,3:8,Gallows,DRAMA,7LvvNoUPwTZpgXDWBRrfHg,3FaD5MKAsVySYyWnDqfuKV,indie soul,2016-11-30
Fire In The Hole,3:44,Can't Buy A Thrill,Steely Dan,6P7H3ai06vU1sGvdpBwDmE,4Gh6pRaXqXTtJx4plAJbBw,"album rock, classic rock, country rock, folk rock, mellow gold, rock, soft rock, yacht rock",1972-01-01
Shine,4:55,Rapper's Best Friend,The Alchemist,0eVyjRhzZKke2KFYTcDkeu,6jYM49itYU0rQHV45lTVvb,"alternative hip hop, drumless hip hop, hip hop, instrumental hip hop, west coast rap",2008-11-15
Stormy Weather,2:9,Alpha Dog,"Great Dane, AshTreJinkins",6AKWjx5wmOI3bCeLrxFjgv,1xturR6opgO5sNpAxUmlrg,"electronic trap, vapor twitch",2013-03-12
Odyssey (feat. GRiZ),4:34,Odyssey,"SunSquabi, GRiZ",1CLLPNftraxuTDyTd6hn3J,3Fyve7H4pdHcYZHoCp3qaJ,"jamtronica, livetronica",2016-04-08
Apples And Pears,4:92,The Lovemore Ep,Canyons,6At6Ik1YbdxLqFYAJTfEVa,3HzyHHbL1RLPnzusMXFUFl,,2008-04-28
Nemesis,6:17,Dig Deep,The Motet,4nEUXGyTWXweCdfVf7f8zN,5oqPJwSpwLhd0i3mr34M3W,jam band,2009-08-01
Cake,5:56,Girl Songs,@Peace,6lW657rZgEP90xb1rfHh2z,7azmnbyjFsdRp0xdG12IZM,nz hip hop,2013-01-01
Mangrove,4:48,Young & Sick,Young & Sick,3pQXFWbvLit77NpvNmOo3k,5o3yjkpGhfenBjBHJV6P2F,vapor pop,2014-01-01
Old School Melody,4:33,Bass Physics Gdf Mix 2014,Bass Physics,0LlSeFxEYBO978QBUTV2No,04Jo0lAwlDqSQUvupZ9m93,"jamtronica, livetronica",2014-09-01
Space Song,5:34,Depression Cherry,Beach House,56ZTgzPBDge0OvCGgMO3OY,2dOMRQFWGtFnBVBaqMUjel,"art pop, baltimore indie, dream pop, dreamo, indie rock, indietronica, modern dream pop, pov: indie",2015-08-21
Up On This,6:07,Sound Spectrum Live at Phino's,The Malah,7AYwNTTpWHElaEjFXeLsnp,2TZr5xkSVv1BcjcFKAPCsX,jamtronica,2008-10-03
A Happening,5:15,Hyperstory,hyperstory,2p9GA8ochHMzsDKwQ6LOaC,48uGhOSANZRVQimciBT8Bt,,2009-09-28
Late Night,3:81,Late Night,ODESZA,21mKp7DqtSNHhCAU2ugvUw,0PpO5XVbEIfXBpYq3DsiLB,"chillwave, edm, indietronica",2017-04-25
Real Love Baby,3:15,Real Love Baby,Father John Misty,2kGBy2WHvF0VdZyqiVCkDT,6IpBMtAMrBvSHc9y6rTtQQ,"art pop, chamber pop, indie rock, singer-songwriter, stomp and holler",2016-07-26
The Traitor,9:58,Man-Child,Herbie Hancock,2ZvrvbQNrHKwjT7qfGFFUW,5ez9bb1h1hOLV8Wb5YCmkj,"contemporary post-bop, instrumental funk, jazz, jazz funk, jazz fusion, jazz piano",1975
Sun Touch,5:13,Man-Child,Herbie Hancock,2ZvrvbQNrHKwjT7qfGFFUW,5ez9bb1h1hOLV8Wb5YCmkj,"contemporary post-bop, instrumental funk, jazz, jazz funk, jazz fusion, jazz piano",1975
Change of Time,4:07,So Runs The World Away,Josh Ritter,6igfLpd8s6DBBAuwebRUuo,1i5MxxgJSmhBoVClQfom2f,"alternative country, indie folk, modern folk rock, new americana, stomp and holler",2010-05-04
Getting Ready to Get Down,3:27,Sermon on the Rocks,Josh Ritter,6igfLpd8s6DBBAuwebRUuo,5OF3OR07FFYm89YJqk7jEH,"alternative country, indie folk, modern folk rock, new americana, stomp and holler",2015-10-16
Cover Me Up,4:9,Southeastern,Jason Isbell,3Q8wgwyVVv0z4UEh1HB0KY,1bg476ZQn7hmcXaU05SHV4,"alternative country, folk, new americana, roots rock",2013-06-11
Every Other Freckle,3:6,This Is All Yours,alt-J,3XHO7cRUPCLOr6jwp8vsx5,4oktVvRuO1In9B7Hz0xm0a,"indie rock, indietronica, modern alternative rock, modern rock, rock, shimmer pop",2014-09-22
Division,3:98,Division,Tycho,5oOhM2DFWab8XhSdQiITry,1LZFlmCk2jU01urGySEGBx,"chillwave, downtempo, electronica, indietronica, intelligent dance music",2016-07-01
,0:0,,,0LyfQWJT6nXafLPZqxe9Of,5LVHMBwC8BMucytnEejcTj,,0000
Love Love Love,4:63,Love Love Love,Moullinex,1XFbnj1jNNzzyg46ni3dnr,4go8hkapWCh8As0syaXNcn,"filter house, nu disco, portuguese electronic",2017-04-07
Baby I'm Yours (feat. Irfane),3:6,By Your Side,"Breakbot, Irfane",0iui2Be5CP8EWxvHYsVspL,0QQWUZ5kUh4a2rquCFivLu,"filter house, funktronica, nu disco",2012-09-17
Don’t Fuck With My Money,4:19,Penguin Prison,Penguin Prison,5VsOThWOagH8C8gCvIy13k,28oTgJvQM749lGTpdxBlQr,"alternative dance, electrofox, funktronica, indie poptimism, indietronica, nu disco, shimmer pop",2011-01-01
Laughtrack (feat. Father John Misty),4:06,Laughtrack (feat. Father John Misty),"Botany, Father John Misty",4X8xPTUQoC19tQjPG40M81,5PUzDFywqlzWp91okKcHaU,"instrumental hip hop, wonky",2013-11-20
Massage Situation,2:79,Reset EP,Flying Lotus,29XOeO6KIWxGthejQqn793,1XBO7AlmG2Ac5aGH5T9yEt,"afrofuturism, alternative hip hop, electronica, escape room, experimental hip hop, glitch, glitch hop, indietronica, instrumental hip hop, intelligent dance music, jazztronica, psychedelic hip hop, wonky",2007-10-01
Folk-Metaphysics,4:7,things that happen at day // things that happen at night,Milo,0J6PhnVD21GSFoJ9HoadLH,21yZsVnKLB9LOW8d5PPX5a,milwaukee hip hop,2013-04-02
"Coronus, the Terminator",2:67,You're Dead!,Flying Lotus,29XOeO6KIWxGthejQqn793,29luvT98TnqHjVDYSRbbrj,"afrofuturism, alternative hip hop, electronica, escape room, experimental hip hop, glitch, glitch hop, indietronica, instrumental hip hop, intelligent dance music, jazztronica, psychedelic hip hop, wonky",2014-10-06
Rhymes Like Dimes,4:31,Operation Doomsday: Original Version Remastered,"MF DOOM, DJ Cucumber Slice",2pAWfrd7WFF3XhVt9GooDL,0h8L3oHRHSCF2lDDbGnpm1,"east coast hip hop, hip hop, instrumental hip hop, rap",2011
Someone That Loves You,4:08,Warm on a Cold Night (Deluxe),"HONNE, Izzy Bizu",0Vw76uk7P8yVtTClWyOhac,6hmakfMxhTWYmSUed1HPFA,uk pop,2016-01-22
The Music,8:96,The Music,Marcus Marr,6l5dAUNRhHnRSPPmRJSKQr,6f5tKO5xEhXLG0XUaMZk7j,uk alternative pop,2012-10-07
Fading,4:67,Fading,Vallis Alps,7qhWa7UI1QNZNDnzYwAYZm,5oVNwCnYkB6mp4w9sa4aak,"australian indie, electropop, vapor soul",2016-11-17
Some Girls Are Crazy,2:59,In The Ocean,Echo Movement,08TUxOXrxjsveVwQBSM5IA,7gWF5WVfesPrbfeDM4WwoK,reggae rock,2009-01-01
Miss Mirage,4:37,Miss Mirage,NoMBe,5Lhxlge1CR1DrgDAje8Qaw,2IMPF6tr25kVPKiMsvhS3n,vapor soul,2015-07-18
Wash Away,3:97,Harder Than The Rest,Stone Senses,6jk128BjcZxmf8G90D7oOk,7a7ZXLyo0Iyy2E3Ea3CFxQ,"reggae rock, west coast reggae",2006-07-13
Dreaming,4:92,First Drop EP,Pacific Dub,34C8BychSPwkYdYDmiSWa0,76fxIUGv9SXBVXPZWN0YdB,"reggae rock, west coast reggae",2009-03-09
California Girl,3:52,First Drop EP,Pacific Dub,34C8BychSPwkYdYDmiSWa0,76fxIUGv9SXBVXPZWN0YdB,"reggae rock, west coast reggae",2009-03-09
Open Mind,5:66,Harder Than The Rest,Stone Senses,6jk128BjcZxmf8G90D7oOk,7a7ZXLyo0Iyy2E3Ea3CFxQ,"reggae rock, west coast reggae",2006-07-13
Rosarito,3:14,Right Back,Long Beach Dub Allstars,3zAxGWQqKmDnAsCY57ihKR,4h9pHQmiKsapDDkjPdEom2,reggae rock,1999-01-01
